"","entidad","tipo_delito","total_delitos","total_delito_fuero_comun","total_delito_fuero_federal"
"1496","Puebla","10400",224,221,3
"1497","Puebla","10500",6,6,0
"1498","Puebla","20100",54,39,15
"1499","Puebla","20200",0,0,0
"1500","Puebla","20300",2,2,0
"1501","Puebla","20400",0,0,0
"1502","Puebla","20500",5,5,0
"1503","Puebla","20600",106,105,1
"1504","Puebla","20700",0,0,0
"1505","Puebla","30100",16,16,0
"1506","Puebla","30200",0,0,0
"1507","Puebla","30300",0,0,0
"1508","Puebla","30400",98,98,0
"1509","Puebla","30500",4,4,0
"1510","Puebla","30600",0,0,0
"1511","Puebla","30700",1,1,0
"1512","Puebla","40100",1137,1086,51
"1513","Puebla","40200",64,0,64
"1514","Puebla","40300",10,10,0
"1515","Puebla","40400",0,0,0
"1516","Puebla","40500",19,19,0
"1517","Puebla","40600",123,120,3
"1518","Puebla","40700",3,3,0
"1519","Puebla","40800",0,0,0
"1520","Puebla","50100",70,70,0
"1521","Puebla","50200",3,3,0
"1522","Puebla","50300",0,0,0
"1523","Puebla","60100",19,19,0
"1524","Puebla","60200",10,10,0
"1525","Puebla","60300",0,0,0
"1526","Puebla","60400",0,0,0
"1527","Puebla","60500",1,1,0
"1528","Puebla","60600",0,0,0
"1529","Puebla","70100",796,796,0
"1530","Puebla","70200",107,4,103
"1531","Puebla","70300",1,1,0
"1532","Puebla","70400",42,42,0
"1533","Puebla","70500",0,0,0
"1534","Puebla","70600",340,89,251
"1535","Puebla","70700",14,14,0
"1536","Puebla","70800",0,0,0
"1537","Puebla","70900",8,8,0
"1538","Puebla","80100",105,100,5
"1539","Puebla","80200",1,1,0
"1540","Puebla","80300",4,0,4
"1541","Puebla","80400",0,0,0
"1542","Puebla","80500",2,2,0
"1543","Puebla","90100",21,20,1
"1544","Puebla","90200",10,10,0
"1545","Puebla","90300",6,6,0
"1546","Puebla","90400",16,8,8
"1547","Puebla","90500",2,1,1
"1548","Puebla","90600",15,2,13
"1549","Puebla","90700",0,0,0
"1550","Puebla","90800",0,0,0
"1551","Puebla","90900",2,1,1
"1552","Puebla","91000",1,0,1
"1553","Puebla","91100",0,0,0
"1554","Puebla","91200",17,17,0
"1555","Puebla","91300",24,24,0
"1556","Puebla","91400",1,1,0
"1557","Puebla","91500",12,12,0
"1558","Puebla","91600",0,0,0
"1559","Puebla","91700",5,5,0
"1560","Puebla","91800",55,55,0
"1561","Puebla","100100",61,59,2
"1562","Puebla","999999",0,0,0
"1563","Querétaro","Total",2848,2661,187
"1564","Querétaro","10100",292,291,1
"1565","Querétaro","10200",8,8,0
"1566","Querétaro","10300",0,0,0
"1567","Querétaro","10400",84,84,0
"1568","Querétaro","10500",0,0,0
"1569","Querétaro","20100",16,16,0
"1570","Querétaro","20200",0,0,0
"1571","Querétaro","20300",1,1,0
"1572","Querétaro","20400",0,0,0
"1573","Querétaro","20500",7,7,0
"1574","Querétaro","20600",28,21,7
"1575","Querétaro","20700",0,0,0
"1576","Querétaro","30100",43,43,0
"1577","Querétaro","30200",5,5,0
"1578","Querétaro","30300",0,0,0
"1579","Querétaro","30400",83,83,0
"1580","Querétaro","30500",0,0,0
"1581","Querétaro","30600",0,0,0
"1582","Querétaro","30700",1,1,0
"1583","Querétaro","40100",1284,1271,13
"1584","Querétaro","40200",7,0,7
"1585","Querétaro","40300",41,41,0
"1586","Querétaro","40400",5,5,0
"1587","Querétaro","40500",7,7,0
"1588","Querétaro","40600",33,33,0
"1589","Querétaro","40700",4,4,0
"1590","Querétaro","40800",0,0,0
"1591","Querétaro","50100",326,326,0
"1592","Querétaro","50200",2,2,0
"1593","Querétaro","50300",0,0,0
"1594","Querétaro","60100",0,0,0
"1595","Querétaro","60200",4,4,0
"1596","Querétaro","60300",1,1,0
"1597","Querétaro","60400",6,6,0
"1598","Querétaro","60500",0,0,0
"1599","Querétaro","60600",0,0,0
"1600","Querétaro","70100",262,254,8
"1601","Querétaro","70200",66,0,66
"1602","Querétaro","70300",0,0,0
"1603","Querétaro","70400",3,3,0
"1604","Querétaro","70500",3,3,0
"1605","Querétaro","70600",82,4,78
"1606","Querétaro","70700",0,0,0
"1607","Querétaro","70800",0,0,0
"1608","Querétaro","70900",28,28,0
"1609","Querétaro","80100",92,92,0
"1610","Querétaro","80200",1,1,0
"1611","Querétaro","80300",1,0,1
"1612","Querétaro","80400",0,0,0
"1613","Querétaro","80500",0,0,0
"1614","Querétaro","90100",0,0,0
"1615","Querétaro","90200",2,2,0
"1616","Querétaro","90300",2,2,0
"1617","Querétaro","90400",10,5,5
"1618","Querétaro","90500",0,0,0
"1619","Querétaro","90600",0,0,0
"1620","Querétaro","90700",0,0,0
"1621","Querétaro","90800",0,0,0
"1622","Querétaro","90900",1,0,1
"1623","Querétaro","91000",0,0,0
"1624","Querétaro","91100",0,0,0
"1625","Querétaro","91200",0,0,0
"1626","Querétaro","91300",3,3,0
"1627","Querétaro","91400",0,0,0
"1628","Querétaro","91500",3,3,0
"1629","Querétaro","91600",0,0,0
"1630","Querétaro","91700",0,0,0
"1631","Querétaro","91800",1,1,0
"1632","Querétaro","100100",0,0,0
"1633","Querétaro","999999",0,0,0
"1634","Quintana Roo","Total",1636,1409,227
"1635","Quintana Roo","10100",168,168,0
"1636","Quintana Roo","10200",19,19,0
"1637","Quintana Roo","10300",0,0,0
"1638","Quintana Roo","10400",47,47,0
"1639","Quintana Roo","10500",0,0,0
"1640","Quintana Roo","20100",15,15,0
"1641","Quintana Roo","20200",0,0,0
"1642","Quintana Roo","20300",1,1,0
"1643","Quintana Roo","20400",0,0,0
"1644","Quintana Roo","20500",0,0,0
"1645","Quintana Roo","20600",43,43,0
"1646","Quintana Roo","20700",0,0,0
"1647","Quintana Roo","30100",75,75,0
"1648","Quintana Roo","30200",0,0,0
"1649","Quintana Roo","30300",0,0,0
"1650","Quintana Roo","30400",146,146,0
"1651","Quintana Roo","30500",0,0,0
"1652","Quintana Roo","30600",0,0,0
"1653","Quintana Roo","30700",0,0,0
"1654","Quintana Roo","40100",509,509,0
"1655","Quintana Roo","40200",1,0,1
"1656","Quintana Roo","40300",12,12,0
"1657","Quintana Roo","40400",2,2,0
"1658","Quintana Roo","40500",28,28,0
"1659","Quintana Roo","40600",33,33,0
"1660","Quintana Roo","40700",17,17,0
"1661","Quintana Roo","40800",1,1,0
"1662","Quintana Roo","50100",30,30,0
"1663","Quintana Roo","50200",17,17,0
"1664","Quintana Roo","50300",0,0,0
"1665","Quintana Roo","60100",2,2,0
"1666","Quintana Roo","60200",11,11,0
"1667","Quintana Roo","60300",0,0,0
"1668","Quintana Roo","60400",0,0,0
"1669","Quintana Roo","60500",0,0,0
"1670","Quintana Roo","60600",0,0,0
"1671","Quintana Roo","70100",178,178,0
"1672","Quintana Roo","70200",50,0,50
"1673","Quintana Roo","70300",0,0,0
"1674","Quintana Roo","70400",0,0,0
"1675","Quintana Roo","70500",0,0,0
"1676","Quintana Roo","70600",158,0,158
"1677","Quintana Roo","70700",0,0,0
"1678","Quintana Roo","70800",0,0,0
"1679","Quintana Roo","70900",0,0,0
"1680","Quintana Roo","80100",5,5,0
"1681","Quintana Roo","80200",0,0,0
"1682","Quintana Roo","80300",1,0,1
"1683","Quintana Roo","80400",11,0,11
"1684","Quintana Roo","80500",0,0,0
"1685","Quintana Roo","90100",7,7,0
"1686","Quintana Roo","90200",2,2,0
"1687","Quintana Roo","90300",0,0,0
"1688","Quintana Roo","90400",6,5,1
"1689","Quintana Roo","90500",1,0,1
"1690","Quintana Roo","90600",7,7,0
"1691","Quintana Roo","90700",0,0,0
"1692","Quintana Roo","90800",0,0,0
"1693","Quintana Roo","90900",1,0,1
"1694","Quintana Roo","91000",0,0,0
"1695","Quintana Roo","91100",0,0,0
"1696","Quintana Roo","91200",14,14,0
"1697","Quintana Roo","91300",2,0,2
"1698","Quintana Roo","91400",1,0,1
"1699","Quintana Roo","91500",0,0,0
"1700","Quintana Roo","91600",0,0,0
"1701","Quintana Roo","91700",0,0,0
"1702","Quintana Roo","91800",15,15,0
"1703","Quintana Roo","100100",0,0,0
"1704","Quintana Roo","999999",0,0,0
"1705","San Luis Potosí","Total",1650,1543,107
"1706","San Luis Potosí","10100",261,261,0
"1707","San Luis Potosí","10200",38,38,0
"1708","San Luis Potosí","10300",0,0,0
"1709","San Luis Potosí","10400",92,92,0
"1710","San Luis Potosí","10500",108,108,0
"1711","San Luis Potosí","20100",12,12,0
"1712","San Luis Potosí","20200",0,0,0
"1713","San Luis Potosí","20300",9,9,0
"1714","San Luis Potosí","20400",0,0,0
"1715","San Luis Potosí","20500",15,15,0
"1716","San Luis Potosí","20600",96,96,0
"1717","San Luis Potosí","20700",0,0,0
"1718","San Luis Potosí","30100",62,62,0
"1719","San Luis Potosí","30200",1,1,0
"1720","San Luis Potosí","30300",0,0,0
"1721","San Luis Potosí","30400",103,103,0
"1722","San Luis Potosí","30500",0,0,0
"1723","San Luis Potosí","30600",0,0,0
"1724","San Luis Potosí","30700",0,0,0
"1725","San Luis Potosí","40100",400,399,1
"1726","San Luis Potosí","40200",6,0,6
"1727","San Luis Potosí","40300",25,25,0
"1728","San Luis Potosí","40400",2,2,0
"1729","San Luis Potosí","40500",23,23,0
"1730","San Luis Potosí","40600",20,20,0
"1731","San Luis Potosí","40700",3,3,0
"1732","San Luis Potosí","40800",0,0,0
"1733","San Luis Potosí","50100",97,97,0
"1734","San Luis Potosí","50200",10,10,0
"1735","San Luis Potosí","50300",0,0,0
"1736","San Luis Potosí","60100",5,5,0
"1737","San Luis Potosí","60200",4,4,0
"1738","San Luis Potosí","60300",0,0,0
"1739","San Luis Potosí","60400",0,0,0
"1740","San Luis Potosí","60500",0,0,0
"1741","San Luis Potosí","60600",14,14,0
"1742","San Luis Potosí","70100",67,67,0
"1743","San Luis Potosí","70200",45,0,45
"1744","San Luis Potosí","70300",0,0,0
"1745","San Luis Potosí","70400",10,10,0
"1746","San Luis Potosí","70500",1,0,1
"1747","San Luis Potosí","70600",49,0,49
"1748","San Luis Potosí","70700",19,19,0
"1749","San Luis Potosí","70800",0,0,0
"1750","San Luis Potosí","70900",0,0,0
"1751","San Luis Potosí","80100",8,8,0
"1752","San Luis Potosí","80200",0,0,0
"1753","San Luis Potosí","80300",0,0,0
"1754","San Luis Potosí","80400",0,0,0
"1755","San Luis Potosí","80500",1,1,0
"1756","San Luis Potosí","90100",13,13,0
"1757","San Luis Potosí","90200",3,3,0
"1758","San Luis Potosí","90300",0,0,0
"1759","San Luis Potosí","90400",2,0,2
"1760","San Luis Potosí","90500",0,0,0
"1761","San Luis Potosí","90600",0,0,0
"1762","San Luis Potosí","90700",2,0,2
"1763","San Luis Potosí","90800",0,0,0
"1764","San Luis Potosí","90900",0,0,0
"1765","San Luis Potosí","91000",0,0,0
"1766","San Luis Potosí","91100",1,1,0
"1767","San Luis Potosí","91200",2,2,0
"1768","San Luis Potosí","91300",0,0,0
"1769","San Luis Potosí","91400",1,1,0
"1770","San Luis Potosí","91500",0,0,0
"1771","San Luis Potosí","91600",0,0,0
"1772","San Luis Potosí","91700",1,1,0
"1773","San Luis Potosí","91800",19,18,1
"1774","San Luis Potosí","100100",0,0,0
"1775","San Luis Potosí","999999",0,0,0
"1776","Sinaloa","Total",1649,1395,254
"1777","Sinaloa","10100",84,84,0
"1778","Sinaloa","10200",21,21,0
"1779","Sinaloa","10300",0,0,0
"1780","Sinaloa","10400",74,74,0
"1781","Sinaloa","10500",7,7,0
"1782","Sinaloa","20100",20,20,0
"1783","Sinaloa","20200",0,0,0
"1784","Sinaloa","20300",0,0,0
"1785","Sinaloa","20400",1,1,0
"1786","Sinaloa","20500",0,0,0
"1787","Sinaloa","20600",26,26,0
"1788","Sinaloa","20700",2,2,0
"1789","Sinaloa","30100",52,52,0
"1790","Sinaloa","30200",2,2,0
"1791","Sinaloa","30300",0,0,0
"1792","Sinaloa","30400",92,92,0
"1793","Sinaloa","30500",5,5,0
"1794","Sinaloa","30600",0,0,0
"1795","Sinaloa","30700",0,0,0
"1796","Sinaloa","40100",468,468,0
"1797","Sinaloa","40200",0,0,0
"1798","Sinaloa","40300",11,10,1
"1799","Sinaloa","40400",3,3,0
"1800","Sinaloa","40500",2,2,0
"1801","Sinaloa","40600",19,19,0
"1802","Sinaloa","40700",9,9,0
"1803","Sinaloa","40800",18,18,0
"1804","Sinaloa","50100",172,172,0
"1805","Sinaloa","50200",13,13,0
"1806","Sinaloa","50300",3,3,0
"1807","Sinaloa","60100",4,4,0
"1808","Sinaloa","60200",1,1,0
"1809","Sinaloa","60300",0,0,0
"1810","Sinaloa","60400",0,0,0
"1811","Sinaloa","60500",0,0,0
"1812","Sinaloa","60600",0,0,0
"1813","Sinaloa","70100",322,220,102
"1814","Sinaloa","70200",203,56,147
"1815","Sinaloa","70300",0,0,0
"1816","Sinaloa","70400",0,0,0
"1817","Sinaloa","70500",0,0,0
"1818","Sinaloa","70600",3,0,3
"1819","Sinaloa","70700",0,0,0
"1820","Sinaloa","70800",0,0,0
"1821","Sinaloa","70900",1,1,0
"1822","Sinaloa","80100",2,1,1
"1823","Sinaloa","80200",0,0,0
"1824","Sinaloa","80300",0,0,0
"1825","Sinaloa","80400",0,0,0
"1826","Sinaloa","80500",0,0,0
"1827","Sinaloa","90100",3,3,0
"1828","Sinaloa","90200",0,0,0
"1829","Sinaloa","90300",1,1,0
"1830","Sinaloa","90400",1,1,0
"1831","Sinaloa","90500",0,0,0
"1832","Sinaloa","90600",0,0,0
"1833","Sinaloa","90700",0,0,0
"1834","Sinaloa","90800",0,0,0
"1835","Sinaloa","90900",0,0,0
"1836","Sinaloa","91000",0,0,0
"1837","Sinaloa","91100",0,0,0
"1838","Sinaloa","91200",0,0,0
"1839","Sinaloa","91300",0,0,0
"1840","Sinaloa","91400",0,0,0
"1841","Sinaloa","91500",0,0,0
"1842","Sinaloa","91600",0,0,0
"1843","Sinaloa","91700",0,0,0
"1844","Sinaloa","91800",4,4,0
"1845","Sinaloa","100100",0,0,0
"1846","Sinaloa","999999",0,0,0
"1847","Sonora","Total",11324,10861,463
"1848","Sonora","10100",315,314,1
"1849","Sonora","10200",28,28,0
"1850","Sonora","10300",1,1,0
"1851","Sonora","10400",223,223,0
"1852","Sonora","10500",71,71,0
"1853","Sonora","20100",107,107,0
"1854","Sonora","20200",0,0,0
"1855","Sonora","20300",0,0,0
"1856","Sonora","20400",1,1,0
"1857","Sonora","20500",2,2,0
"1858","Sonora","20600",30,30,0
"1859","Sonora","20700",0,0,0
"1860","Sonora","30100",87,87,0
"1861","Sonora","30200",3,3,0
"1862","Sonora","30300",1,1,0
"1863","Sonora","30400",117,117,0
"1864","Sonora","30500",1,1,0
"1865","Sonora","30600",0,0,0
"1866","Sonora","30700",72,72,0
"1867","Sonora","40100",3415,3409,6
"1868","Sonora","40200",0,0,0
"1869","Sonora","40300",50,50,0
"1870","Sonora","40400",15,15,0
"1871","Sonora","40500",18,18,0
"1872","Sonora","40600",77,75,2
"1873","Sonora","40700",17,17,0
"1874","Sonora","40800",90,90,0
"1875","Sonora","50100",809,809,0
"1876","Sonora","50200",131,131,0
"1877","Sonora","50300",10,10,0
"1878","Sonora","60100",78,77,1
"1879","Sonora","60200",2,2,0
"1880","Sonora","60300",0,0,0
"1881","Sonora","60400",0,0,0
"1882","Sonora","60500",0,0,0
"1883","Sonora","60600",4,3,1
"1884","Sonora","70100",3830,3732,98
"1885","Sonora","70200",229,0,229
"1886","Sonora","70300",0,0,0
"1887","Sonora","70400",991,991,0
"1888","Sonora","70500",1,0,1
"1889","Sonora","70600",110,0,110
"1890","Sonora","70700",53,52,1
"1891","Sonora","70800",0,0,0
"1892","Sonora","70900",5,5,0
"1893","Sonora","80100",6,6,0
"1894","Sonora","80200",20,20,0
"1895","Sonora","80300",0,0,0
"1896","Sonora","80400",0,0,0
"1897","Sonora","80500",49,49,0
"1898","Sonora","90100",28,28,0
"1899","Sonora","90200",153,152,1
"1900","Sonora","90300",4,4,0
"1901","Sonora","90400",7,3,4
"1902","Sonora","90500",1,0,1
"1903","Sonora","90600",2,1,1
"1904","Sonora","90700",2,0,2
"1905","Sonora","90800",0,0,0
"1906","Sonora","90900",0,0,0
"1907","Sonora","91000",0,0,0
"1908","Sonora","91100",0,0,0
"1909","Sonora","91200",11,11,0
"1910","Sonora","91300",3,0,3
"1911","Sonora","91400",0,0,0
"1912","Sonora","91500",3,3,0
"1913","Sonora","91600",0,0,0
"1914","Sonora","91700",7,7,0
"1915","Sonora","91800",34,33,1
"1916","Sonora","100100",0,0,0
"1917","Sonora","999999",0,0,0
"1918","Tabasco","Total",1925,1890,35
"1919","Tabasco","10100",252,252,0
"1920","Tabasco","10200",27,27,0
"1921","Tabasco","10300",0,0,0
"1922","Tabasco","10400",97,97,0
"1923","Tabasco","10500",0,0,0
"1924","Tabasco","20100",2,2,0
"1925","Tabasco","20200",0,0,0
"1926","Tabasco","20300",2,2,0
"1927","Tabasco","20400",0,0,0
"1928","Tabasco","20500",1,1,0
"1929","Tabasco","20600",95,95,0
"1930","Tabasco","20700",0,0,0
"1931","Tabasco","30100",12,12,0
"1932","Tabasco","30200",8,8,0
"1933","Tabasco","30300",4,4,0
"1934","Tabasco","30400",61,61,0
"1935","Tabasco","30500",18,18,0
"1936","Tabasco","30600",0,0,0
"1937","Tabasco","30700",0,0,0
"1938","Tabasco","40100",819,819,0
"1939","Tabasco","40200",17,0,17
"1940","Tabasco","40300",10,10,0
"1941","Tabasco","40400",3,3,0
"1942","Tabasco","40500",28,28,0
"1943","Tabasco","40600",8,8,0
"1944","Tabasco","40700",2,2,0
"1945","Tabasco","40800",0,0,0
"1946","Tabasco","50100",157,157,0
"1947","Tabasco","50200",45,45,0
"1948","Tabasco","50300",0,0,0
"1949","Tabasco","60100",76,76,0
"1950","Tabasco","60200",6,6,0
"1951","Tabasco","60300",5,5,0
"1952","Tabasco","60400",0,0,0
"1953","Tabasco","60500",0,0,0
"1954","Tabasco","60600",0,0,0
"1955","Tabasco","70100",70,70,0
"1956","Tabasco","70200",12,0,12
"1957","Tabasco","70300",0,0,0
"1958","Tabasco","70400",0,0,0
"1959","Tabasco","70500",0,0,0
"1960","Tabasco","70600",6,0,6
"1961","Tabasco","70700",53,53,0
"1962","Tabasco","70800",0,0,0
"1963","Tabasco","70900",0,0,0
"1964","Tabasco","80100",1,1,0
"1965","Tabasco","80200",0,0,0
"1966","Tabasco","80300",0,0,0
"1967","Tabasco","80400",0,0,0
"1968","Tabasco","80500",0,0,0
"1969","Tabasco","90100",7,7,0
"1970","Tabasco","90200",3,3,0
"1971","Tabasco","90300",0,0,0
"1972","Tabasco","90400",0,0,0
"1973","Tabasco","90500",0,0,0
"1974","Tabasco","90600",15,15,0
"1975","Tabasco","90700",0,0,0
"1976","Tabasco","90800",0,0,0
"1977","Tabasco","90900",0,0,0
"1978","Tabasco","91000",0,0,0
"1979","Tabasco","91100",0,0,0
"1980","Tabasco","91200",3,3,0
"1981","Tabasco","91300",0,0,0
"1982","Tabasco","91400",0,0,0
"1983","Tabasco","91500",0,0,0
"1984","Tabasco","91600",0,0,0
"1985","Tabasco","91700",0,0,0
"1986","Tabasco","91800",0,0,0
"1987","Tabasco","100100",0,0,0
"1988","Tabasco","999999",0,0,0
"1989","Tamaulipas","Total",1153,853,300
"1990","Tamaulipas","10100",106,104,2
"1991","Tamaulipas","10200",11,11,0
"1992","Tamaulipas","10300",2,0,2
"1993","Tamaulipas","10400",32,32,0
"1994","Tamaulipas","10500",15,15,0
"1995","Tamaulipas","20100",1,1,0
"1996","Tamaulipas","20200",0,0,0
"1997","Tamaulipas","20300",0,0,0
"1998","Tamaulipas","20400",0,0,0
"1999","Tamaulipas","20500",0,0,0
"2000","Tamaulipas","20600",68,68,0
"2001","Tamaulipas","20700",0,0,0
"2002","Tamaulipas","30100",42,42,0
"2003","Tamaulipas","30200",0,0,0
"2004","Tamaulipas","30300",0,0,0
"2005","Tamaulipas","30400",78,78,0
"2006","Tamaulipas","30500",0,0,0
"2007","Tamaulipas","30600",0,0,0
"2008","Tamaulipas","30700",5,5,0
"2009","Tamaulipas","40100",145,145,0
"2010","Tamaulipas","40200",6,0,6
"2011","Tamaulipas","40300",4,4,0
"2012","Tamaulipas","40400",3,3,0
"2013","Tamaulipas","40500",24,24,0
"2014","Tamaulipas","40600",5,5,0
"2015","Tamaulipas","40700",4,4,0
"2016","Tamaulipas","40800",53,53,0
"2017","Tamaulipas","50100",8,8,0
"2018","Tamaulipas","50200",23,23,0
"2019","Tamaulipas","50300",0,0,0
"2020","Tamaulipas","60100",8,8,0
"2021","Tamaulipas","60200",0,0,0
"2022","Tamaulipas","60300",0,0,0
"2023","Tamaulipas","60400",0,0,0
"2024","Tamaulipas","60500",0,0,0
"2025","Tamaulipas","60600",1,1,0
"2026","Tamaulipas","70100",60,60,0
"2027","Tamaulipas","70200",28,0,28
"2028","Tamaulipas","70300",0,0,0
"2029","Tamaulipas","70400",14,14,0
"2030","Tamaulipas","70500",0,0,0
"2031","Tamaulipas","70600",248,0,248
"2032","Tamaulipas","70700",30,27,3
"2033","Tamaulipas","70800",0,0,0
"2034","Tamaulipas","70900",79,79,0
"2035","Tamaulipas","80100",10,10,0
"2036","Tamaulipas","80200",0,0,0
"2037","Tamaulipas","80300",2,0,2
"2038","Tamaulipas","80400",0,0,0
"2039","Tamaulipas","80500",4,4,0
"2040","Tamaulipas","90100",6,6,0
"2041","Tamaulipas","90200",9,9,0
"2042","Tamaulipas","90300",2,0,2
"2043","Tamaulipas","90400",3,3,0
"2044","Tamaulipas","90500",0,0,0
"2045","Tamaulipas","90600",0,0,0
"2046","Tamaulipas","90700",2,0,2
"2047","Tamaulipas","90800",0,0,0
"2048","Tamaulipas","90900",0,0,0
"2049","Tamaulipas","91000",0,0,0
"2050","Tamaulipas","91100",0,0,0
"2051","Tamaulipas","91200",2,2,0
"2052","Tamaulipas","91300",1,1,0
"2053","Tamaulipas","91400",0,0,0
"2054","Tamaulipas","91500",0,0,0
"2055","Tamaulipas","91600",0,0,0
"2056","Tamaulipas","91700",0,0,0
"2057","Tamaulipas","91800",9,4,5
"2058","Tamaulipas","100100",0,0,0
"2059","Tamaulipas","999999",0,0,0
"2060","Tlaxcala","Total",774,548,226
"2061","Tlaxcala","10100",53,53,0
"2062","Tlaxcala","10200",5,4,1
"2063","Tlaxcala","10300",0,0,0
"2064","Tlaxcala","10400",52,52,0
"2065","Tlaxcala","10500",0,0,0
"2066","Tlaxcala","20100",5,5,0
"2067","Tlaxcala","20200",0,0,0
"2068","Tlaxcala","20300",0,0,0
"2069","Tlaxcala","20400",0,0,0
"2070","Tlaxcala","20500",2,2,0
"2071","Tlaxcala","20600",79,46,33
"2072","Tlaxcala","20700",1,1,0
"2073","Tlaxcala","30100",10,10,0
"2074","Tlaxcala","30200",0,0,0
"2075","Tlaxcala","30300",0,0,0
"2076","Tlaxcala","30400",48,48,0
"2077","Tlaxcala","30500",0,0,0
"2078","Tlaxcala","30600",0,0,0
"2079","Tlaxcala","30700",0,0,0
"2080","Tlaxcala","40100",285,225,60
"2081","Tlaxcala","40200",18,0,18
"2082","Tlaxcala","40300",13,13,0
"2083","Tlaxcala","40400",2,2,0
"2084","Tlaxcala","40500",3,3,0
"2085","Tlaxcala","40600",7,7,0
"2086","Tlaxcala","40700",3,3,0
"2087","Tlaxcala","40800",0,0,0
"2088","Tlaxcala","50100",0,0,0
"2089","Tlaxcala","50200",13,13,0
"2090","Tlaxcala","50300",0,0,0
"2091","Tlaxcala","60100",1,1,0
"2092","Tlaxcala","60200",11,9,2
"2093","Tlaxcala","60300",0,0,0
"2094","Tlaxcala","60400",0,0,0
"2095","Tlaxcala","60500",1,1,0
"2096","Tlaxcala","60600",0,0,0
"2097","Tlaxcala","70100",23,14,9
"2098","Tlaxcala","70200",10,0,10
"2099","Tlaxcala","70300",0,0,0
"2100","Tlaxcala","70400",13,13,0
"2101","Tlaxcala","70500",1,0,1
"2102","Tlaxcala","70600",69,0,69
"2103","Tlaxcala","70700",1,1,0
"2104","Tlaxcala","70800",0,0,0
"2105","Tlaxcala","70900",4,4,0
"2106","Tlaxcala","80100",11,9,2
"2107","Tlaxcala","80200",0,0,0
"2108","Tlaxcala","80300",0,0,0
"2109","Tlaxcala","80400",0,0,0
"2110","Tlaxcala","80500",0,0,0
"2111","Tlaxcala","90100",1,1,0
"2112","Tlaxcala","90200",0,0,0
"2113","Tlaxcala","90300",0,0,0
"2114","Tlaxcala","90400",0,0,0
"2115","Tlaxcala","90500",0,0,0
"2116","Tlaxcala","90600",0,0,0
"2117","Tlaxcala","90700",1,0,1
"2118","Tlaxcala","90800",0,0,0
"2119","Tlaxcala","90900",0,0,0
"2120","Tlaxcala","91000",0,0,0
"2121","Tlaxcala","91100",0,0,0
"2122","Tlaxcala","91200",6,6,0
"2123","Tlaxcala","91300",0,0,0
"2124","Tlaxcala","91400",0,0,0
"2125","Tlaxcala","91500",0,0,0
"2126","Tlaxcala","91600",16,0,16
"2127","Tlaxcala","91700",0,0,0
"2128","Tlaxcala","91800",3,2,1
"2129","Tlaxcala","100100",3,0,3
"2130","Tlaxcala","999999",0,0,0
"2131","Veracruz","Total",3857,3625,232
"2132","Veracruz","10100",390,390,0
"2133","Veracruz","10200",47,47,0
"2134","Veracruz","10300",0,0,0
"2135","Veracruz","10400",293,293,0
"2136","Veracruz","10500",9,9,0
"2137","Veracruz","20100",103,103,0
"2138","Veracruz","20200",0,0,0
"2139","Veracruz","20300",5,5,0
"2140","Veracruz","20400",0,0,0
"2141","Veracruz","20500",26,26,0
"2142","Veracruz","20600",413,413,0
"2143","Veracruz","20700",0,0,0
"2144","Veracruz","30100",77,77,0
"2145","Veracruz","30200",7,7,0
"2146","Veracruz","30300",0,0,0
"2147","Veracruz","30400",215,215,0
"2148","Veracruz","30500",2,2,0
"2149","Veracruz","30600",0,0,0
"2150","Veracruz","30700",0,0,0
"2151","Veracruz","40100",726,726,0
"2152","Veracruz","40200",22,0,22
"2153","Veracruz","40300",59,59,0
"2154","Veracruz","40400",12,12,0
"2155","Veracruz","40500",33,33,0
"2156","Veracruz","40600",114,114,0
"2157","Veracruz","40700",32,32,0
"2158","Veracruz","40800",1,1,0
"2159","Veracruz","50100",145,145,0
"2160","Veracruz","50200",57,57,0
"2161","Veracruz","50300",0,0,0
"2162","Veracruz","60100",259,259,0
"2163","Veracruz","60200",4,4,0
"2164","Veracruz","60300",2,2,0
"2165","Veracruz","60400",0,0,0
"2166","Veracruz","60500",0,0,0
"2167","Veracruz","60600",0,0,0
"2168","Veracruz","70100",270,270,0
"2169","Veracruz","70200",44,0,44
"2170","Veracruz","70300",0,0,0
"2171","Veracruz","70400",5,0,5
"2172","Veracruz","70500",13,0,13
"2173","Veracruz","70600",83,0,83
"2174","Veracruz","70700",1,1,0
"2175","Veracruz","70800",20,20,0
"2176","Veracruz","70900",31,31,0
"2177","Veracruz","80100",44,44,0
"2178","Veracruz","80200",0,0,0
"2179","Veracruz","80300",9,0,9
"2180","Veracruz","80400",6,0,6
"2181","Veracruz","80500",161,161,0
"2182","Veracruz","90100",26,26,0
"2183","Veracruz","90200",6,6,0
"2184","Veracruz","90300",3,3,0
"2185","Veracruz","90400",2,2,0
"2186","Veracruz","90500",2,0,2
"2187","Veracruz","90600",2,2,0
"2188","Veracruz","90700",32,0,32
"2189","Veracruz","90800",0,0,0
"2190","Veracruz","90900",0,0,0
"2191","Veracruz","91000",0,0,0
"2192","Veracruz","91100",0,0,0
"2193","Veracruz","91200",3,3,0
"2194","Veracruz","91300",0,0,0
"2195","Veracruz","91400",1,0,1
"2196","Veracruz","91500",3,0,3
"2197","Veracruz","91600",12,0,12
"2198","Veracruz","91700",0,0,0
