"","entidad","tipo_delito","total_delitos","total_delito_fuero_comun","total_delito_fuero_federal"
"760","Durango","80400",0,0,0
"761","Durango","80500",0,0,0
"762","Durango","90100",6,6,0
"763","Durango","90200",7,7,0
"764","Durango","90300",0,0,0
"765","Durango","90400",0,0,0
"766","Durango","90500",1,1,0
"767","Durango","90600",0,0,0
"768","Durango","90700",0,0,0
"769","Durango","90800",0,0,0
"770","Durango","90900",0,0,0
"771","Durango","91000",0,0,0
"772","Durango","91100",0,0,0
"773","Durango","91200",0,0,0
"774","Durango","91300",0,0,0
"775","Durango","91400",0,0,0
"776","Durango","91500",5,5,0
"777","Durango","91600",0,0,0
"778","Durango","91700",0,0,0
"779","Durango","91800",0,0,0
"780","Durango","100100",0,0,0
"781","Durango","999999",0,0,0
"782","Estado de México","Total",18107,17424,683
"783","Estado de México","10100",721,718,3
"784","Estado de México","10200",11,11,0
"785","Estado de México","10300",1,1,0
"786","Estado de México","10400",1492,1477,15
"787","Estado de México","10500",0,0,0
"788","Estado de México","20100",20,18,2
"789","Estado de México","20200",2,2,0
"790","Estado de México","20300",0,0,0
"791","Estado de México","20400",0,0,0
"792","Estado de México","20500",39,39,0
"793","Estado de México","20600",1533,1427,106
"794","Estado de México","20700",0,0,0
"795","Estado de México","30100",548,548,0
"796","Estado de México","30200",0,0,0
"797","Estado de México","30300",0,0,0
"798","Estado de México","30400",2021,2021,0
"799","Estado de México","30500",0,0,0
"800","Estado de México","30600",0,0,0
"801","Estado de México","30700",0,0,0
"802","Estado de México","40100",7586,7481,105
"803","Estado de México","40200",26,0,26
"804","Estado de México","40300",11,11,0
"805","Estado de México","40400",5,5,0
"806","Estado de México","40500",695,669,26
"807","Estado de México","40600",2,0,2
"808","Estado de México","40700",2,2,0
"809","Estado de México","40800",0,0,0
"810","Estado de México","50100",53,53,0
"811","Estado de México","50200",8,8,0
"812","Estado de México","50300",0,0,0
"813","Estado de México","60100",17,14,3
"814","Estado de México","60200",33,13,20
"815","Estado de México","60300",0,0,0
"816","Estado de México","60400",0,0,0
"817","Estado de México","60500",1,1,0
"818","Estado de México","60600",0,0,0
"819","Estado de México","70100",1534,1534,0
"820","Estado de México","70200",186,0,186
"821","Estado de México","70300",3,3,0
"822","Estado de México","70400",0,0,0
"823","Estado de México","70500",30,14,16
"824","Estado de México","70600",271,201,70
"825","Estado de México","70700",6,2,4
"826","Estado de México","70800",0,0,0
"827","Estado de México","70900",0,0,0
"828","Estado de México","80100",1173,1079,94
"829","Estado de México","80200",0,0,0
"830","Estado de México","80300",0,0,0
"831","Estado de México","80400",0,0,0
"832","Estado de México","80500",0,0,0
"833","Estado de México","90100",0,0,0
"834","Estado de México","90200",1,1,0
"835","Estado de México","90300",2,2,0
"836","Estado de México","90400",5,5,0
"837","Estado de México","90500",1,1,0
"838","Estado de México","90600",6,6,0
"839","Estado de México","90700",0,0,0
"840","Estado de México","90800",0,0,0
"841","Estado de México","90900",0,0,0
"842","Estado de México","91000",0,0,0
"843","Estado de México","91100",1,0,1
"844","Estado de México","91200",57,54,3
"845","Estado de México","91300",1,0,1
"846","Estado de México","91400",3,3,0
"847","Estado de México","91500",0,0,0
"848","Estado de México","91600",0,0,0
"849","Estado de México","91700",0,0,0
"850","Estado de México","91800",0,0,0
"851","Estado de México","100100",0,0,0
"852","Estado de México","999999",0,0,0
"853","Guanajuato","Total",7953,7220,733
"854","Guanajuato","10100",858,854,4
"855","Guanajuato","10200",77,77,0
"856","Guanajuato","10300",6,6,0
"857","Guanajuato","10400",252,252,0
"858","Guanajuato","10500",0,0,0
"859","Guanajuato","20100",95,92,3
"860","Guanajuato","20200",0,0,0
"861","Guanajuato","20300",2,2,0
"862","Guanajuato","20400",0,0,0
"863","Guanajuato","20500",24,24,0
"864","Guanajuato","20600",183,175,8
"865","Guanajuato","20700",0,0,0
"866","Guanajuato","30100",150,150,0
"867","Guanajuato","30200",5,5,0
"868","Guanajuato","30300",3,3,0
"869","Guanajuato","30400",264,264,0
"870","Guanajuato","30500",0,0,0
"871","Guanajuato","30600",0,0,0
"872","Guanajuato","30700",0,0,0
"873","Guanajuato","40100",3290,3274,16
"874","Guanajuato","40200",16,2,14
"875","Guanajuato","40300",59,59,0
"876","Guanajuato","40400",21,21,0
"877","Guanajuato","40500",38,38,0
"878","Guanajuato","40600",144,144,0
"879","Guanajuato","40700",9,9,0
"880","Guanajuato","40800",0,0,0
"881","Guanajuato","50100",738,738,0
"882","Guanajuato","50200",83,83,0
"883","Guanajuato","50300",0,0,0
"884","Guanajuato","60100",91,91,0
"885","Guanajuato","60200",16,16,0
"886","Guanajuato","60300",0,0,0
"887","Guanajuato","60400",0,0,0
"888","Guanajuato","60500",0,0,0
"889","Guanajuato","60600",0,0,0
"890","Guanajuato","70100",726,647,79
"891","Guanajuato","70200",130,0,130
"892","Guanajuato","70300",0,0,0
"893","Guanajuato","70400",49,34,15
"894","Guanajuato","70500",47,0,47
"895","Guanajuato","70600",480,63,417
"896","Guanajuato","70700",11,11,0
"897","Guanajuato","70800",2,2,0
"898","Guanajuato","70900",0,0,0
"899","Guanajuato","80100",18,18,0
"900","Guanajuato","80200",1,1,0
"901","Guanajuato","80300",0,0,0
"902","Guanajuato","80400",0,0,0
"903","Guanajuato","80500",0,0,0
"904","Guanajuato","90100",41,41,0
"905","Guanajuato","90200",19,19,0
"906","Guanajuato","90300",0,0,0
"907","Guanajuato","90400",3,3,0
"908","Guanajuato","90500",0,0,0
"909","Guanajuato","90600",1,1,0
"910","Guanajuato","90700",0,0,0
"911","Guanajuato","90800",0,0,0
"912","Guanajuato","90900",0,0,0
"913","Guanajuato","91000",0,0,0
"914","Guanajuato","91100",0,0,0
"915","Guanajuato","91200",0,0,0
"916","Guanajuato","91300",0,0,0
"917","Guanajuato","91400",0,0,0
"918","Guanajuato","91500",0,0,0
"919","Guanajuato","91600",0,0,0
"920","Guanajuato","91700",0,0,0
"921","Guanajuato","91800",1,1,0
"922","Guanajuato","100100",0,0,0
"923","Guanajuato","999999",0,0,0
"924","Guerrero","Total",1175,768,407
"925","Guerrero","10100",199,199,0
"926","Guerrero","10200",10,10,0
"927","Guerrero","10300",0,0,0
"928","Guerrero","10400",71,71,0
"929","Guerrero","10500",7,7,0
"930","Guerrero","20100",14,14,0
"931","Guerrero","20200",1,1,0
"932","Guerrero","20300",1,1,0
"933","Guerrero","20400",0,0,0
"934","Guerrero","20500",5,5,0
"935","Guerrero","20600",66,66,0
"936","Guerrero","20700",0,0,0
"937","Guerrero","30100",23,23,0
"938","Guerrero","30200",0,0,0
"939","Guerrero","30300",0,0,0
"940","Guerrero","30400",87,87,0
"941","Guerrero","30500",4,4,0
"942","Guerrero","30600",0,0,0
"943","Guerrero","30700",1,1,0
"944","Guerrero","40100",99,99,0
"945","Guerrero","40200",3,0,3
"946","Guerrero","40300",9,9,0
"947","Guerrero","40400",1,1,0
"948","Guerrero","40500",22,22,0
"949","Guerrero","40600",14,14,0
"950","Guerrero","40700",18,18,0
"951","Guerrero","40800",7,2,5
"952","Guerrero","50100",28,28,0
"953","Guerrero","50200",48,48,0
"954","Guerrero","50300",0,0,0
"955","Guerrero","60100",1,1,0
"956","Guerrero","60200",0,0,0
"957","Guerrero","60300",0,0,0
"958","Guerrero","60400",0,0,0
"959","Guerrero","60500",0,0,0
"960","Guerrero","60600",0,0,0
"961","Guerrero","70100",32,32,0
"962","Guerrero","70200",92,0,92
"963","Guerrero","70300",0,0,0
"964","Guerrero","70400",0,0,0
"965","Guerrero","70500",2,0,2
"966","Guerrero","70600",296,0,296
"967","Guerrero","70700",0,0,0
"968","Guerrero","70800",0,0,0
"969","Guerrero","70900",1,0,1
"970","Guerrero","80100",3,2,1
"971","Guerrero","80200",0,0,0
"972","Guerrero","80300",0,0,0
"973","Guerrero","80400",1,0,1
"974","Guerrero","80500",1,0,1
"975","Guerrero","90100",0,0,0
"976","Guerrero","90200",1,1,0
"977","Guerrero","90300",0,0,0
"978","Guerrero","90400",2,2,0
"979","Guerrero","90500",2,0,2
"980","Guerrero","90600",0,0,0
"981","Guerrero","90700",0,0,0
"982","Guerrero","90800",1,0,1
"983","Guerrero","90900",0,0,0
"984","Guerrero","91000",0,0,0
"985","Guerrero","91100",0,0,0
"986","Guerrero","91200",0,0,0
"987","Guerrero","91300",1,0,1
"988","Guerrero","91400",0,0,0
"989","Guerrero","91500",0,0,0
"990","Guerrero","91600",0,0,0
"991","Guerrero","91700",0,0,0
"992","Guerrero","91800",1,0,1
"993","Guerrero","100100",0,0,0
"994","Guerrero","999999",0,0,0
"995","Hidalgo","Total",2181,1944,237
"996","Hidalgo","10100",135,135,0
"997","Hidalgo","10200",11,11,0
"998","Hidalgo","10300",0,0,0
"999","Hidalgo","10400",145,145,0
"1000","Hidalgo","10500",69,69,0
"1001","Hidalgo","20100",25,18,7
"1002","Hidalgo","20200",0,0,0
"1003","Hidalgo","20300",2,2,0
"1004","Hidalgo","20400",0,0,0
"1005","Hidalgo","20500",3,3,0
"1006","Hidalgo","20600",40,36,4
"1007","Hidalgo","20700",53,53,0
"1008","Hidalgo","30100",86,86,0
"1009","Hidalgo","30200",0,0,0
"1010","Hidalgo","30300",0,0,0
"1011","Hidalgo","30400",136,136,0
"1012","Hidalgo","30500",2,2,0
"1013","Hidalgo","30600",0,0,0
"1014","Hidalgo","30700",2,2,0
"1015","Hidalgo","40100",516,488,28
"1016","Hidalgo","40200",43,0,43
"1017","Hidalgo","40300",24,24,0
"1018","Hidalgo","40400",4,4,0
"1019","Hidalgo","40500",4,4,0
"1020","Hidalgo","40600",43,43,0
"1021","Hidalgo","40700",19,19,0
"1022","Hidalgo","40800",32,31,1
"1023","Hidalgo","50100",186,186,0
"1024","Hidalgo","50200",60,60,0
"1025","Hidalgo","50300",2,2,0
"1026","Hidalgo","60100",6,6,0
"1027","Hidalgo","60200",2,2,0
"1028","Hidalgo","60300",0,0,0
"1029","Hidalgo","60400",0,0,0
"1030","Hidalgo","60500",1,1,0
"1031","Hidalgo","60600",1,1,0
"1032","Hidalgo","70100",91,87,4
"1033","Hidalgo","70200",25,0,25
"1034","Hidalgo","70300",4,4,0
"1035","Hidalgo","70400",0,0,0
"1036","Hidalgo","70500",4,4,0
"1037","Hidalgo","70600",153,61,92
"1038","Hidalgo","70700",0,0,0
"1039","Hidalgo","70800",0,0,0
"1040","Hidalgo","70900",3,3,0
"1041","Hidalgo","80100",20,20,0
"1042","Hidalgo","80200",2,2,0
"1043","Hidalgo","80300",1,0,1
"1044","Hidalgo","80400",1,1,0
"1045","Hidalgo","80500",5,5,0
"1046","Hidalgo","90100",29,29,0
"1047","Hidalgo","90200",1,1,0
"1048","Hidalgo","90300",5,1,4
"1049","Hidalgo","90400",1,0,1
"1050","Hidalgo","90500",2,0,2
"1051","Hidalgo","90600",0,0,0
"1052","Hidalgo","90700",4,0,4
"1053","Hidalgo","90800",0,0,0
"1054","Hidalgo","90900",3,0,3
"1055","Hidalgo","91000",0,0,0
"1056","Hidalgo","91100",1,1,0
"1057","Hidalgo","91200",0,0,0
"1058","Hidalgo","91300",0,0,0
"1059","Hidalgo","91400",0,0,0
"1060","Hidalgo","91500",0,0,0
"1061","Hidalgo","91600",0,0,0
"1062","Hidalgo","91700",0,0,0
"1063","Hidalgo","91800",174,156,18
"1064","Hidalgo","100100",0,0,0
"1065","Hidalgo","999999",0,0,0
"1066","Jalisco","Total",4990,4230,760
"1067","Jalisco","10100",374,369,5
"1068","Jalisco","10200",66,66,0
"1069","Jalisco","10300",0,0,0
"1070","Jalisco","10400",293,290,3
"1071","Jalisco","10500",42,41,1
"1072","Jalisco","20100",65,63,2
"1073","Jalisco","20200",0,0,0
"1074","Jalisco","20300",2,2,0
"1075","Jalisco","20400",1,1,0
"1076","Jalisco","20500",128,127,1
"1077","Jalisco","20600",48,36,12
"1078","Jalisco","20700",0,0,0
"1079","Jalisco","30100",9,9,0
"1080","Jalisco","30200",1,1,0
"1081","Jalisco","30300",0,0,0
"1082","Jalisco","30400",54,54,0
"1083","Jalisco","30500",0,0,0
"1084","Jalisco","30600",0,0,0
"1085","Jalisco","30700",266,266,0
"1086","Jalisco","40100",1895,1864,31
"1087","Jalisco","40200",13,0,13
"1088","Jalisco","40300",104,103,1
"1089","Jalisco","40400",10,10,0
"1090","Jalisco","40500",21,21,0
"1091","Jalisco","40600",149,143,6
"1092","Jalisco","40700",20,20,0
"1093","Jalisco","40800",0,0,0
"1094","Jalisco","50100",151,150,1
"1095","Jalisco","50200",12,12,0
"1096","Jalisco","50300",2,2,0
"1097","Jalisco","60100",68,68,0
"1098","Jalisco","60200",2,2,0
"1099","Jalisco","60300",0,0,0
"1100","Jalisco","60400",0,0,0
"1101","Jalisco","60500",0,0,0
"1102","Jalisco","60600",3,3,0
"1103","Jalisco","70100",228,228,0
"1104","Jalisco","70200",173,0,173
"1105","Jalisco","70300",0,0,0
"1106","Jalisco","70400",0,0,0
"1107","Jalisco","70500",21,0,21
"1108","Jalisco","70600",434,0,434
"1109","Jalisco","70700",31,8,23
"1110","Jalisco","70800",0,0,0
"1111","Jalisco","70900",0,0,0
"1112","Jalisco","80100",45,38,7
"1113","Jalisco","80200",13,12,1
"1114","Jalisco","80300",2,0,2
"1115","Jalisco","80400",0,0,0
"1116","Jalisco","80500",71,71,0
"1117","Jalisco","90100",37,36,1
"1118","Jalisco","90200",16,16,0
"1119","Jalisco","90300",7,4,3
"1120","Jalisco","90400",39,39,0
"1121","Jalisco","90500",2,1,1
"1122","Jalisco","90600",5,4,1
"1123","Jalisco","90700",0,0,0
"1124","Jalisco","90800",0,0,0
"1125","Jalisco","90900",4,0,4
"1126","Jalisco","91000",0,0,0
"1127","Jalisco","91100",1,1,0
"1128","Jalisco","91200",2,2,0
"1129","Jalisco","91300",1,0,1
"1130","Jalisco","91400",0,0,0
"1131","Jalisco","91500",2,2,0
"1132","Jalisco","91600",7,7,0
"1133","Jalisco","91700",0,0,0
"1134","Jalisco","91800",39,27,12
"1135","Jalisco","100100",0,0,0
"1136","Jalisco","999999",11,11,0
"1137","Michoacán","Total",2184,1728,456
"1138","Michoacán","10100",445,444,1
"1139","Michoacán","10200",22,22,0
"1140","Michoacán","10300",0,0,0
"1141","Michoacán","10400",108,108,0
"1142","Michoacán","10500",0,0,0
"1143","Michoacán","20100",40,40,0
"1144","Michoacán","20200",0,0,0
"1145","Michoacán","20300",1,1,0
"1146","Michoacán","20400",0,0,0
"1147","Michoacán","20500",15,15,0
"1148","Michoacán","20600",200,199,1
"1149","Michoacán","20700",3,3,0
"1150","Michoacán","30100",66,66,0
"1151","Michoacán","30200",0,0,0
"1152","Michoacán","30300",0,0,0
"1153","Michoacán","30400",140,140,0
"1154","Michoacán","30500",0,0,0
"1155","Michoacán","30600",0,0,0
"1156","Michoacán","30700",0,0,0
"1157","Michoacán","40100",475,473,2
"1158","Michoacán","40200",1,0,1
"1159","Michoacán","40300",6,6,0
"1160","Michoacán","40400",5,5,0
"1161","Michoacán","40500",23,23,0
"1162","Michoacán","40600",13,12,1
"1163","Michoacán","40700",10,10,0
"1164","Michoacán","40800",7,0,7
"1165","Michoacán","50100",17,17,0
"1166","Michoacán","50200",1,1,0
"1167","Michoacán","50300",0,0,0
"1168","Michoacán","60100",1,1,0
"1169","Michoacán","60200",1,1,0
"1170","Michoacán","60300",0,0,0
"1171","Michoacán","60400",0,0,0
"1172","Michoacán","60500",0,0,0
"1173","Michoacán","60600",0,0,0
"1174","Michoacán","70100",147,45,102
"1175","Michoacán","70200",0,0,0
"1176","Michoacán","70300",0,0,0
"1177","Michoacán","70400",0,0,0
"1178","Michoacán","70500",3,0,3
"1179","Michoacán","70600",330,0,330
"1180","Michoacán","70700",0,0,0
"1181","Michoacán","70800",0,0,0
"1182","Michoacán","70900",1,1,0
"1183","Michoacán","80100",1,0,1
"1184","Michoacán","80200",0,0,0
"1185","Michoacán","80300",0,0,0
"1186","Michoacán","80400",1,0,1
"1187","Michoacán","80500",0,0,0
"1188","Michoacán","90100",3,3,0
"1189","Michoacán","90200",1,1,0
"1190","Michoacán","90300",2,2,0
"1191","Michoacán","90400",4,2,2
"1192","Michoacán","90500",3,2,1
"1193","Michoacán","90600",58,56,2
"1194","Michoacán","90700",0,0,0
"1195","Michoacán","90800",0,0,0
"1196","Michoacán","90900",0,0,0
"1197","Michoacán","91000",0,0,0
"1198","Michoacán","91100",0,0,0
"1199","Michoacán","91200",28,28,0
"1200","Michoacán","91300",0,0,0
"1201","Michoacán","91400",0,0,0
"1202","Michoacán","91500",1,1,0
"1203","Michoacán","91600",0,0,0
"1204","Michoacán","91700",0,0,0
"1205","Michoacán","91800",0,0,0
"1206","Michoacán","100100",1,0,1
"1207","Michoacán","999999",0,0,0
"1208","Morelos","Total",1584,1541,43
"1209","Morelos","10100",182,181,1
"1210","Morelos","10200",22,22,0
"1211","Morelos","10300",0,0,0
"1212","Morelos","10400",54,54,0
"1213","Morelos","10500",1,1,0
"1214","Morelos","20100",12,12,0
"1215","Morelos","20200",0,0,0
"1216","Morelos","20300",1,1,0
"1217","Morelos","20400",0,0,0
"1218","Morelos","20500",1,1,0
"1219","Morelos","20600",227,225,2
"1220","Morelos","20700",0,0,0
"1221","Morelos","30100",63,63,0
"1222","Morelos","30200",0,0,0
"1223","Morelos","30300",0,0,0
"1224","Morelos","30400",89,89,0
"1225","Morelos","30500",0,0,0
"1226","Morelos","30600",0,0,0
"1227","Morelos","30700",0,0,0
"1228","Morelos","40100",301,301,0
"1229","Morelos","40200",1,0,1
"1230","Morelos","40300",2,2,0
"1231","Morelos","40400",3,3,0
"1232","Morelos","40500",48,48,0
"1233","Morelos","40600",11,11,0
"1234","Morelos","40700",1,1,0
"1235","Morelos","40800",1,1,0
"1236","Morelos","50100",74,74,0
"1237","Morelos","50200",6,6,0
"1238","Morelos","50300",0,0,0
"1239","Morelos","60100",2,2,0
"1240","Morelos","60200",1,0,1
"1241","Morelos","60300",7,7,0
"1242","Morelos","60400",0,0,0
"1243","Morelos","60500",0,0,0
"1244","Morelos","60600",0,0,0
"1245","Morelos","70100",390,389,1
"1246","Morelos","70200",10,0,10
"1247","Morelos","70300",0,0,0
"1248","Morelos","70400",14,14,0
"1249","Morelos","70500",3,0,3
"1250","Morelos","70600",23,0,23
"1251","Morelos","70700",3,3,0
"1252","Morelos","70800",0,0,0
"1253","Morelos","70900",0,0,0
"1254","Morelos","80100",3,3,0
"1255","Morelos","80200",0,0,0
"1256","Morelos","80300",0,0,0
"1257","Morelos","80400",1,0,1
"1258","Morelos","80500",0,0,0
"1259","Morelos","90100",17,17,0
"1260","Morelos","90200",4,4,0
"1261","Morelos","90300",4,4,0
"1262","Morelos","90400",2,2,0
"1263","Morelos","90500",0,0,0
"1264","Morelos","90600",0,0,0
"1265","Morelos","90700",0,0,0
"1266","Morelos","90800",0,0,0
"1267","Morelos","90900",0,0,0
"1268","Morelos","91000",0,0,0
"1269","Morelos","91100",0,0,0
"1270","Morelos","91200",0,0,0
"1271","Morelos","91300",0,0,0
"1272","Morelos","91400",0,0,0
"1273","Morelos","91500",0,0,0
"1274","Morelos","91600",0,0,0
"1275","Morelos","91700",0,0,0
"1276","Morelos","91800",0,0,0
"1277","Morelos","100100",0,0,0
"1278","Morelos","999999",0,0,0
"1279","Nayarit","Total",2260,2242,18
"1280","Nayarit","10100",92,92,0
"1281","Nayarit","10200",4,4,0
"1282","Nayarit","10300",0,0,0
"1283","Nayarit","10400",166,166,0
"1284","Nayarit","10500",0,0,0
"1285","Nayarit","20100",17,17,0
"1286","Nayarit","20200",7,7,0
"1287","Nayarit","20300",3,3,0
"1288","Nayarit","20400",0,0,0
"1289","Nayarit","20500",7,7,0
"1290","Nayarit","20600",20,20,0
"1291","Nayarit","20700",0,0,0
"1292","Nayarit","30100",0,0,0
"1293","Nayarit","30200",2,2,0
"1294","Nayarit","30300",0,0,0
"1295","Nayarit","30400",174,174,0
"1296","Nayarit","30500",4,4,0
"1297","Nayarit","30600",0,0,0
"1298","Nayarit","30700",10,10,0
"1299","Nayarit","40100",569,569,0
"1300","Nayarit","40200",0,0,0
"1301","Nayarit","40300",56,56,0
"1302","Nayarit","40400",11,11,0
"1303","Nayarit","40500",8,8,0
"1304","Nayarit","40600",46,46,0
"1305","Nayarit","40700",26,26,0
"1306","Nayarit","40800",0,0,0
"1307","Nayarit","50100",490,490,0
"1308","Nayarit","50200",15,15,0
"1309","Nayarit","50300",4,4,0
"1310","Nayarit","60100",5,5,0
"1311","Nayarit","60200",8,8,0
"1312","Nayarit","60300",0,0,0
"1313","Nayarit","60400",0,0,0
"1314","Nayarit","60500",0,0,0
"1315","Nayarit","60600",0,0,0
"1316","Nayarit","70100",320,305,15
"1317","Nayarit","70200",0,0,0
"1318","Nayarit","70300",0,0,0
"1319","Nayarit","70400",0,0,0
"1320","Nayarit","70500",0,0,0
"1321","Nayarit","70600",3,0,3
"1322","Nayarit","70700",0,0,0
"1323","Nayarit","70800",0,0,0
"1324","Nayarit","70900",0,0,0
"1325","Nayarit","80100",9,9,0
"1326","Nayarit","80200",0,0,0
"1327","Nayarit","80300",0,0,0
"1328","Nayarit","80400",0,0,0
"1329","Nayarit","80500",0,0,0
"1330","Nayarit","90100",56,56,0
"1331","Nayarit","90200",20,20,0
"1332","Nayarit","90300",2,2,0
"1333","Nayarit","90400",4,4,0
"1334","Nayarit","90500",2,2,0
"1335","Nayarit","90600",6,6,0
"1336","Nayarit","90700",0,0,0
"1337","Nayarit","90800",0,0,0
"1338","Nayarit","90900",0,0,0
"1339","Nayarit","91000",0,0,0
"1340","Nayarit","91100",0,0,0
"1341","Nayarit","91200",94,94,0
"1342","Nayarit","91300",0,0,0
"1343","Nayarit","91400",0,0,0
"1344","Nayarit","91500",0,0,0
"1345","Nayarit","91600",0,0,0
"1346","Nayarit","91700",0,0,0
"1347","Nayarit","91800",0,0,0
"1348","Nayarit","100100",0,0,0
"1349","Nayarit","999999",0,0,0
"1350","Nuevo León","Total",6650,6387,263
"1351","Nuevo León","10100",227,225,2
"1352","Nuevo León","10200",126,126,0
"1353","Nuevo León","10300",0,0,0
"1354","Nuevo León","10400",353,352,1
"1355","Nuevo León","10500",13,13,0
"1356","Nuevo León","20100",35,35,0
"1357","Nuevo León","20200",0,0,0
"1358","Nuevo León","20300",3,3,0
"1359","Nuevo León","20400",2,2,0
"1360","Nuevo León","20500",3,3,0
"1361","Nuevo León","20600",99,99,0
"1362","Nuevo León","20700",0,0,0
"1363","Nuevo León","30100",110,110,0
"1364","Nuevo León","30200",11,11,0
"1365","Nuevo León","30300",0,0,0
"1366","Nuevo León","30400",209,209,0
"1367","Nuevo León","30500",4,4,0
"1368","Nuevo León","30600",0,0,0
"1369","Nuevo León","30700",162,162,0
"1370","Nuevo León","40100",2106,2106,0
"1371","Nuevo León","40200",9,0,9
"1372","Nuevo León","40300",22,21,1
"1373","Nuevo León","40400",11,11,0
"1374","Nuevo León","40500",21,21,0
"1375","Nuevo León","40600",145,145,0
"1376","Nuevo León","40700",23,23,0
"1377","Nuevo León","40800",1,1,0
"1378","Nuevo León","50100",697,697,0
"1379","Nuevo León","50200",45,45,0
"1380","Nuevo León","50300",105,105,0
"1381","Nuevo León","60100",149,149,0
"1382","Nuevo León","60200",5,5,0
"1383","Nuevo León","60300",0,0,0
"1384","Nuevo León","60400",0,0,0
"1385","Nuevo León","60500",1,1,0
"1386","Nuevo León","60600",8,8,0
"1387","Nuevo León","70100",1390,1390,0
"1388","Nuevo León","70200",127,0,127
"1389","Nuevo León","70300",0,0,0
"1390","Nuevo León","70400",1,1,0
"1391","Nuevo León","70500",1,1,0
"1392","Nuevo León","70600",78,2,76
"1393","Nuevo León","70700",21,16,5
"1394","Nuevo León","70800",1,1,0
"1395","Nuevo León","70900",44,43,1
"1396","Nuevo León","80100",14,8,6
"1397","Nuevo León","80200",15,14,1
"1398","Nuevo León","80300",6,1,5
"1399","Nuevo León","80400",0,0,0
"1400","Nuevo León","80500",3,3,0
"1401","Nuevo León","90100",81,81,0
"1402","Nuevo León","90200",19,19,0
"1403","Nuevo León","90300",1,1,0
"1404","Nuevo León","90400",9,9,0
"1405","Nuevo León","90500",0,0,0
"1406","Nuevo León","90600",0,0,0
"1407","Nuevo León","90700",24,0,24
"1408","Nuevo León","90800",0,0,0
"1409","Nuevo León","90900",1,1,0
"1410","Nuevo León","91000",0,0,0
"1411","Nuevo León","91100",0,0,0
"1412","Nuevo León","91200",0,0,0
"1413","Nuevo León","91300",0,0,0
"1414","Nuevo León","91400",0,0,0
"1415","Nuevo León","91500",0,0,0
"1416","Nuevo León","91600",0,0,0
"1417","Nuevo León","91700",0,0,0
"1418","Nuevo León","91800",109,104,5
"1419","Nuevo León","100100",0,0,0
"1420","Nuevo León","999999",0,0,0
"1421","Oaxaca","Total",994,971,23
"1422","Oaxaca","10100",258,258,0
"1423","Oaxaca","10200",20,20,0
"1424","Oaxaca","10300",2,2,0
"1425","Oaxaca","10400",81,81,0
"1426","Oaxaca","10500",12,12,0
"1427","Oaxaca","20100",8,8,0
"1428","Oaxaca","20200",0,0,0
"1429","Oaxaca","20300",1,1,0
"1430","Oaxaca","20400",0,0,0
"1431","Oaxaca","20500",20,20,0
"1432","Oaxaca","20600",39,39,0
"1433","Oaxaca","20700",2,2,0
"1434","Oaxaca","30100",84,84,0
"1435","Oaxaca","30200",0,0,0
"1436","Oaxaca","30300",0,0,0
"1437","Oaxaca","30400",98,98,0
"1438","Oaxaca","30500",0,0,0
"1439","Oaxaca","30600",0,0,0
"1440","Oaxaca","30700",2,2,0
"1441","Oaxaca","40100",170,170,0
"1442","Oaxaca","40200",0,0,0
"1443","Oaxaca","40300",7,7,0
"1444","Oaxaca","40400",0,0,0
"1445","Oaxaca","40500",15,15,0
"1446","Oaxaca","40600",0,0,0
"1447","Oaxaca","40700",5,5,0
"1448","Oaxaca","40800",0,0,0
"1449","Oaxaca","50100",103,103,0
"1450","Oaxaca","50200",1,1,0
"1451","Oaxaca","50300",1,1,0
"1452","Oaxaca","60100",0,0,0
"1453","Oaxaca","60200",2,2,0
"1454","Oaxaca","60300",0,0,0
"1455","Oaxaca","60400",0,0,0
"1456","Oaxaca","60500",0,0,0
"1457","Oaxaca","60600",0,0,0
"1458","Oaxaca","70100",26,13,13
"1459","Oaxaca","70200",0,0,0
"1460","Oaxaca","70300",0,0,0
"1461","Oaxaca","70400",0,0,0
"1462","Oaxaca","70500",0,0,0
"1463","Oaxaca","70600",9,0,9
"1464","Oaxaca","70700",0,0,0
"1465","Oaxaca","70800",0,0,0
"1466","Oaxaca","70900",0,0,0
"1467","Oaxaca","80100",6,6,0
"1468","Oaxaca","80200",0,0,0
"1469","Oaxaca","80300",0,0,0
"1470","Oaxaca","80400",0,0,0
"1471","Oaxaca","80500",1,1,0
"1472","Oaxaca","90100",0,0,0
"1473","Oaxaca","90200",2,2,0
"1474","Oaxaca","90300",0,0,0
"1475","Oaxaca","90400",3,3,0
"1476","Oaxaca","90500",0,0,0
"1477","Oaxaca","90600",0,0,0
"1478","Oaxaca","90700",1,0,1
"1479","Oaxaca","90800",0,0,0
"1480","Oaxaca","90900",0,0,0
"1481","Oaxaca","91000",0,0,0
"1482","Oaxaca","91100",0,0,0
"1483","Oaxaca","91200",0,0,0
"1484","Oaxaca","91300",0,0,0
"1485","Oaxaca","91400",0,0,0
"1486","Oaxaca","91500",0,0,0
"1487","Oaxaca","91600",0,0,0
"1488","Oaxaca","91700",0,0,0
"1489","Oaxaca","91800",15,15,0
"1490","Oaxaca","100100",0,0,0
"1491","Oaxaca","999999",0,0,0
"1492","Puebla","Total",3964,3429,535
"1493","Puebla","10100",286,278,8
"1494","Puebla","10200",34,34,0
"1495","Puebla","10300",1,1,0
